DATA;ANO;TRIMESTRE;MES;DIRECAO;CONSIGNEE;CONSIGNEE_CNPJ;CONSIGNEE_TYPE;Classificacao Forwarder;FORWARDER;FORWARDER_CNPJ;FORWARDER_TYPE;Classificacao Notify;NOTIFY;NOTIFY_CNPJ;NOTIFY_RAIZ_CNPJ;NOTIFY_TYPE;SHIPPER;SHIPPER_CNPJ;SHIPPER_TYPE;CARRIER;MERCADORIA_NCM2;MERCADORIA_NCM4;CONTAINER;ORIGEM_TRADELANE;ORIGEM_COUNTRY;ORIGEM_PORTO;DESTINO_TRADELANE;DESTINO_COUNTRY;DESTINO_PORTO;TEUS;Negocios Com Craft 12M
14/06/2025;2025;3;SET;EXPO;Vieira;27.098.463/0001-94;FORNECEDOR;Costa;Siqueira;89.041.536/0001-69;NVOCC;Azevedo;Azevedo;49.715.602/0001-14;49.715.602;FORNECEDOR;Casa Grande;76.492.058/0001-61;REAL DONO;EVERGREEN;37 - DESCRIÇÃO NCM2;3741 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;CHINA;SHANGHAI;EUROPA;ARGENTINA;PARANAGUA;2.88;SIM
21/04/2024;2024;4;SET;EXPO;da Costa;01.385.629/0001-60;REAL DONO;Ribeiro;da Cunha;09.286.734/0001-53;NVOCC;Viana;Viana;14.507.693/0001-18;14.507.693;REAL DONO;Albuquerque - EI;35.802.167/0001-50;REAL DONO;COSCO;27 - DESCRIÇÃO NCM2;2798 - DESCRIÇÃO NCM4;ISO;OCEANIA;COREIA DO SUL;LOS ANGELES;EUROPA;ARGENTINA;MONTEVIDEU;4.92;SIM
01/07/2025;2025;2;NOV;IMPO;Viana;01.823.769/0001-72;FORNECEDOR;Moura;Sampaio;47.296.538/0001-59;AGENTE;Moura;Moura;41.827.309/0001-37;41.827.309;FORNECEDOR;Siqueira;06.291.483/0001-07;REAL DONO;CMA CGM;46 - DESCRIÇÃO NCM2;469 - DESCRIÇÃO NCM4;OT;EUROPA;JAPAO;HAMBURGO;ECSA;ALEMANHA;ITAJAI;2.03;SIM
13/11/2024;2024;4;MAI;EXPO;Casa Grande Pimenta - ME;27.380.419/0001-72;REAL DONO;da Mata S.A.;da Cruz Ltda.;26.893.107/0001-08;NVOCC;Pacheco S/A;Pacheco S/A;01.243.568/0001-04;1.243.568;REAL DONO;Barros;51.086.392/0001-94;FORNECEDOR;COSCO;40 - DESCRIÇÃO NCM2;4055 - DESCRIÇÃO NCM4;OT;EUROPA;ALEMANHA;BUSAN;ASIA;URUGUAI;ITAJAI;0.22;NAO
16/05/2025;2025;1;JUN;IMPO;Rocha - EI;59.321.084/0001-08;FORNECEDOR;Rocha;da Rocha;37.648.592/0001-62;AGENTE;Costa;Costa;32.814.079/0001-80;32.814.079;REAL DONO;Pires;53.841.967/0001-62;FORNECEDOR;ONE;60 - DESCRIÇÃO NCM2;6031 - DESCRIÇÃO NCM4;FR;FAR EAST / JAP / SE ASIA;JAPAO;TAIPEI;EUROPA;ARGENTINA;RIO DE JANEIRO;0.35;NAO
27/07/2025;2025;2;JUL;IMPO;Azevedo - EI;76.452.891/0001-89;REAL DONO;Lima Ferreira - EI;Farias S.A.;16.940.573/0001-35;AGENTE;Lopes S/A;Lopes S/A;36.745.129/0001-76;36.745.129;FORNECEDOR;Novais das Neves - ME;47.238.695/0001-08;FORNECEDOR;YANG MING;31 - DESCRIÇÃO NCM2;3153 - DESCRIÇÃO NCM4;REF;EUROPA;ITALIA;TAIPEI;AMERICA DO NORTE;URUGUAI;MONTEVIDEU;4.89;SIM
07/10/2024;2024;2;JUN;EXPO;Silva;29.860.531/0001-36;REAL DONO;da Cruz - ME;Correia Pacheco S/A;26.813.507/0001-58;AGENTE;Pacheco;Pacheco;96.524.301/0001-93;96.524.301;REAL DONO;Sá Porto S.A.;73.294.081/0001-53;REAL DONO;HAPAG-LLOYD;53 - DESCRIÇÃO NCM2;5316 - DESCRIÇÃO NCM4;ISO;OCEANIA;EUA;LOS ANGELES;ASIA;ALEMANHA;SANTOS;3.75;SIM
07/05/2025;2025;1;MAI;EXPO;Pacheco Costela S/A;69.473.150/0001-19;FORNECEDOR;Pires;Cavalcanti - EI;15.436.798/0001-96;FORWARDER;da Rocha Sampaio S/A;da Rocha Sampaio S/A;94.613.725/0001-07;94.613.725;FORNECEDOR;Cassiano S/A;18.045.927/0001-03;REAL DONO;MAERSK LINE;74 - DESCRIÇÃO NCM2;7433 - DESCRIÇÃO NCM4;ISO;OCEANIA;ITALIA;TOKYO;AMERICA DO NORTE;URUGUAI;BUENOS AIRES;0.76;NAO
27/05/2024;2024;1;JAN;EXPO;Brito Moraes S.A.;35.094.827/0001-96;REAL DONO;Z;Peixoto S.A.;65.018.923/0001-16;NVOCC;Freitas S/A;Freitas S/A;30.584.671/0001-08;30.584.671;REAL DONO;Nogueira Pimenta - EI;21.685.379/0001-90;REAL DONO;COSCO;47 - DESCRIÇÃO NCM2;479 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;TAIWAN;BUSAN;ASIA;ALEMANHA;MONTEVIDEU;4.7;SIM
21/06/2025;2025;4;JUN;IMPO;da Mata Correia - EI;70.254.983/0001-78;FORNECEDOR;Costela;Barros;70.439.215/0001-99;NVOCC;Nascimento Santos e Filhos;Nascimento Santos e Filhos;10.943.286/0001-00;10.943.286;AGENTE;Garcia;35.712.649/0001-10;REAL DONO;COSCO;77 - DESCRIÇÃO NCM2;7744 - DESCRIÇÃO NCM4;REF;OCEANIA;EUA;TAIPEI;AMERICA DO NORTE;URUGUAI;ITAJAI;1.29;NAO
12/06/2024;2024;2;MAI;EXPO;Aragão S.A.;12.097.865/0001-05;FORNECEDOR;Nascimento e Filhos;Monteiro;86.730.195/0001-40;FORWARDER;Duarte;Duarte;29.674.803/0001-03;29.674.803;FORNECEDOR;Sá Pacheco e Filhos;49.571.238/0001-66;FORNECEDOR;CMA CGM;16 - DESCRIÇÃO NCM2;1661 - DESCRIÇÃO NCM4;ISO;OCEANIA;EUA;NINGBO;ASIA;EUA;MONTEVIDEU;4.92;NAO
20/03/2024;2024;3;JUL;EXPO;Farias Dias S.A.;81.364.579/0001-73;FORNECEDOR;Z;Costa;29.310.768/0001-43;NVOCC;Campos Pimenta - ME;Campos Pimenta - ME;05.823.174/0001-78;5.823.174;AGENTE;Cavalcanti - ME;46.258.390/0001-03;REAL DONO;COSCO;61 - DESCRIÇÃO NCM2;6152 - DESCRIÇÃO NCM4;OT;EUROPA;EUA;TAIPEI;EUROPA;URUGUAI;RIO DE JANEIRO;4.57;NAO
07/03/2024;2024;1;OUT;EXPO;Guerra;08.594.631/0001-98;AGENTE;da Mota Novaes S.A.;Almeida - EI;69.257.384/0001-29;FORWARDER;das Neves Ferreira - ME;das Neves Ferreira - ME;43.651.287/0001-22;43.651.287;REAL DONO;Pastor da Rosa S/A;36.741.859/0001-07;REAL DONO;YANG MING;86 - DESCRIÇÃO NCM2;8699 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;ITALIA;NINGBO;ASIA;ARGENTINA;RIO DE JANEIRO;1.92;SIM
11/01/2025;2025;1;DEZ;EXPO;Sales Ltda.;19.038.742/0001-34;REAL DONO;Brito Ltda.;Rezende S/A;84.371.605/0001-89;NVOCC;Camargo;Camargo;03.756.189/0001-35;3.756.189;AGENTE;Almeida Fonseca S.A.;19.376.254/0001-37;REAL DONO;ONE;12 - DESCRIÇÃO NCM2;1230 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;JAPAO;NINGBO;EUROPA;ARGENTINA;BUENOS AIRES;0.36;NAO
13/08/2025;2025;4;JAN;IMPO;da Mata S/A;08.179.543/0001-20;REAL DONO;Z;Nascimento;52.761.308/0001-53;FORWARDER;Pereira;Pereira;83.290.574/0001-79;83.290.574;AGENTE;Macedo;52.647.039/0001-07;FORNECEDOR;COSCO;5 - DESCRIÇÃO NCM2;574 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;EUA;HAMBURGO;ASIA;URUGUAI;ITAJAI;1.74;SIM
14/07/2024;2024;3;NOV;EXPO;Lima;23.408.169/0001-80;AGENTE;da Luz;Carvalho;81.064.937/0001-22;AGENTE;BCO;Câmara - ME;07.865.241/0001-42;7.865.241;AGENTE;Carvalho;89.503.247/0001-34;FORNECEDOR;CMA CGM;73 - DESCRIÇÃO NCM2;7374 - DESCRIÇÃO NCM4;REF;EUROPA;ITALIA;HAMBURGO;AMERICA DO NORTE;BRAZIL;BUENOS AIRES;4.93;NAO
12/05/2024;2024;3;OUT;IMPO;Teixeira;16.548.039/0001-88;REAL DONO;da Conceição - ME;Oliveira;70.483.652/0001-00;AGENTE;BCO;Rodrigues;40.359.281/0001-98;40.359.281;REAL DONO;Rios Oliveira S/A;73.492.850/0001-28;FORNECEDOR;YANG MING;65 - DESCRIÇÃO NCM2;6574 - DESCRIÇÃO NCM4;FR;OCEANIA;COREIA DO SUL;TAIPEI;AMERICA DO NORTE;ARGENTINA;PARANAGUA;4.84;NAO
29/04/2025;2025;4;JUN;EXPO;da Paz Costa e Filhos;93.418.567/0001-63;AGENTE;Marques Barros S/A;Sampaio;47.958.260/0001-38;NVOCC;da Paz - EI;da Paz - EI;31.829.650/0001-78;31.829.650;FORNECEDOR;Sousa Vieira Ltda.;61.750.238/0001-29;REAL DONO;EVERGREEN;55 - DESCRIÇÃO NCM2;5578 - DESCRIÇÃO NCM4;FR;OCEANIA;ALEMANHA;BUSAN;ECSA;URUGUAI;RIO DE JANEIRO;2.2;SIM
29/08/2024;2024;1;JUL;EXPO;Abreu Costa - ME;57.308.216/0001-36;FORNECEDOR;Nunes;Sales S.A.;20.436.785/0001-57;FORWARDER;Jesus da Conceição S.A.;Jesus da Conceição S.A.;15.320.769/0001-64;15.320.769;AGENTE;Montenegro;60.598.317/0001-01;FORNECEDOR;MAERSK LINE;74 - DESCRIÇÃO NCM2;747 - DESCRIÇÃO NCM4;REF;OCEANIA;CHINA;TAIPEI;ECSA;EUA;BUENOS AIRES;2.89;NAO
10/04/2025;2025;3;JUL;EXPO;Silva das Neves S.A.;71.459.230/0001-61;REAL DONO;da Cruz;Alves S.A.;78.196.304/0001-63;FORWARDER;Aparecida;Aparecida;38.465.902/0001-76;38.465.902;REAL DONO;da Costa;51.042.893/0001-79;FORNECEDOR;COSCO;52 - DESCRIÇÃO NCM2;5230 - DESCRIÇÃO NCM4;DRY;EUROPA;JAPAO;TAIPEI;ECSA;ALEMANHA;PARANAGUA;3.68;NAO
18/10/2024;2024;2;FEV;IMPO;Alves;43.658.109/0001-23;REAL DONO;Z;Vasconcelos - EI;16.234.579/0001-97;FORWARDER;Melo Mendes S.A.;Melo Mendes S.A.;59.643.817/0001-20;59.643.817;REAL DONO;Oliveira;67.083.592/0001-23;FORNECEDOR;YANG MING;49 - DESCRIÇÃO NCM2;4952 - DESCRIÇÃO NCM4;REF;EUROPA;ITALIA;SHANGHAI;EUROPA;ALEMANHA;RIO DE JANEIRO;3.89;SIM
15/01/2025;2025;4;DEZ;IMPO;Almeida;08.754.263/0001-06;AGENTE;Mendes Macedo S.A.;Rios Costa - ME;72.531.648/0001-03;FORWARDER;Souza;Souza;98.560.714/0001-59;98.560.714;FORNECEDOR;Pires Pinto S/A;42.065.318/0001-09;FORNECEDOR;MAERSK LINE;66 - DESCRIÇÃO NCM2;6688 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;CHINA;HAMBURGO;ASIA;EUA;MONTEVIDEU;2.76;NAO
16/06/2025;2025;2;ABR;EXPO;Pereira;15.783.402/0001-87;FORNECEDOR;Albuquerque S.A.;da Cruz Ltda.;97.865.203/0001-82;FORWARDER;Oliveira;Oliveira;36.049.728/0001-55;36.049.728;FORNECEDOR;Pastor;87.061.425/0001-99;FORNECEDOR;COSCO;15 - DESCRIÇÃO NCM2;1535 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;ALEMANHA;NINGBO;ASIA;ALEMANHA;ITAJAI;4.01;SIM
05/07/2025;2025;4;AGO;EXPO;Martins Rocha - ME;63.720.954/0001-99;REAL DONO;Fonseca - EI;Porto;48.917.563/0001-75;FORWARDER;Viana Abreu S/A;Viana Abreu S/A;60.172.583/0001-60;60.172.583;AGENTE;Campos - ME;08.154.632/0001-11;REAL DONO;ONE;35 - DESCRIÇÃO NCM2;3529 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;COREIA DO SUL;BUSAN;AMERICA DO NORTE;ALEMANHA;RIO DE JANEIRO;3.62;SIM
16/07/2024;2024;1;JAN;IMPO;da Paz;42.795.806/0001-63;FORNECEDOR;Martins;Brito;17.054.236/0001-03;FORWARDER;Rios;Rios;87.940.165/0001-21;87.940.165;AGENTE;Jesus Moraes - ME;58.742.603/0001-49;REAL DONO;HAPAG-LLOYD;48 - DESCRIÇÃO NCM2;4858 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;ITALIA;SHANGHAI;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;2.8;SIM
12/05/2024;2024;2;NOV;IMPO;Sampaio;04.538.917/0001-03;FORNECEDOR;Sales S.A.;da Cunha;76.309.415/0001-03;FORWARDER;Duarte;Duarte;41.678.035/0001-61;41.678.035;REAL DONO;Pastor e Filhos;54.013.986/0001-63;FORNECEDOR;HAPAG-LLOYD;91 - DESCRIÇÃO NCM2;912 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;TAIWAN;BUSAN;ASIA;ALEMANHA;PARANAGUA;4.34;NAO
23/12/2024;2024;4;SET;EXPO;Pinto;10.539.487/0001-39;FORNECEDOR;Z;Cavalcante;07.915.863/0001-38;FORWARDER;Sales;Sales;58.470.923/0001-97;58.470.923;FORNECEDOR;da Cruz;85.637.491/0001-39;REAL DONO;COSCO;87 - DESCRIÇÃO NCM2;8797 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;EUA;SHANGHAI;ECSA;URUGUAI;ITAJAI;3.83;SIM
06/01/2024;2024;3;JUL;IMPO;Rezende Gomes S.A.;14.796.852/0001-41;REAL DONO;Guerra;Ribeiro Nogueira - EI;54.109.736/0001-21;AGENTE;Rios e Filhos;Rios e Filhos;71.209.364/0001-24;71.209.364;REAL DONO;Barros - EI;49.210.573/0001-39;REAL DONO;MAERSK LINE;72 - DESCRIÇÃO NCM2;7221 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;TAIWAN;TOKYO;ASIA;ARGENTINA;SANTOS;3.76;SIM
25/07/2024;2024;4;JAN;IMPO;Novaes Fogaça S/A;46.529.308/0001-20;AGENTE;Z;Pinto - EI;54.397.681/0001-00;NVOCC;BCO;Campos Andrade - ME;27.968.450/0001-29;27.968.450;REAL DONO;Pires;17.208.634/0001-37;REAL DONO;ONE;74 - DESCRIÇÃO NCM2;7482 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;CHINA;TOKYO;ECSA;URUGUAI;MONTEVIDEU;2.12;SIM
13/02/2024;2024;1;OUT;EXPO;Pires;29.756.340/0001-29;FORNECEDOR;Sales;Pereira;68.940.217/0001-15;FORWARDER;Albuquerque;Albuquerque;26.943.087/0001-24;26.943.087;FORNECEDOR;Farias - EI;52.310.749/0001-39;REAL DONO;CMA CGM;89 - DESCRIÇÃO NCM2;8959 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;EUA;LOS ANGELES;ASIA;BRAZIL;RIO DE JANEIRO;1.13;NAO
01/07/2024;2024;2;NOV;EXPO;Cavalcante;26.058.713/0001-08;AGENTE;Macedo;Pacheco Barbosa - ME;23.014.598/0001-73;FORWARDER;Rezende - ME;Rezende - ME;23.869.417/0001-90;23.869.417;FORNECEDOR;Porto;35.041.986/0001-22;REAL DONO;COSCO;36 - DESCRIÇÃO NCM2;3677 - DESCRIÇÃO NCM4;OT;OCEANIA;ALEMANHA;HAMBURGO;ECSA;EUA;MONTEVIDEU;2.29;SIM
20/11/2024;2024;2;MAI;IMPO;Cunha Souza Ltda.;65.824.910/0001-34;REAL DONO;Sá;Peixoto Cardoso S.A.;39.017.856/0001-05;NVOCC;Almeida;Almeida;59.103.247/0001-86;59.103.247;FORNECEDOR;Campos;65.804.712/0001-09;FORNECEDOR;HAPAG-LLOYD;85 - DESCRIÇÃO NCM2;8519 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;COREIA DO SUL;SHANGHAI;AMERICA DO NORTE;URUGUAI;SANTOS;2.83;NAO
17/01/2024;2024;3;JAN;IMPO;Brito;57.306.198/0001-53;FORNECEDOR;da Rosa;Nogueira;71.806.432/0001-32;FORWARDER;BCO;Dias;71.490.583/0001-24;71.490.583;AGENTE;Moura Guerra S/A;78.950.421/0001-70;FORNECEDOR;MAERSK LINE;32 - DESCRIÇÃO NCM2;328 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;EUA;NINGBO;ECSA;EUA;SANTOS;0.49;SIM
03/02/2024;2024;1;MAI;EXPO;Costa;62.378.941/0001-10;FORNECEDOR;da Mota S.A.;Moreira Camargo S.A.;10.658.934/0001-79;FORWARDER;Lopes Almeida - ME;Lopes Almeida - ME;26.590.843/0001-89;26.590.843;FORNECEDOR;Novais;94.562.803/0001-83;REAL DONO;HAPAG-LLOYD;60 - DESCRIÇÃO NCM2;6094 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;COREIA DO SUL;TOKYO;AMERICA DO NORTE;URUGUAI;PARANAGUA;3.0;SIM
26/06/2024;2024;3;MAI;EXPO;Azevedo Vieira Ltda.;14.593.807/0001-90;REAL DONO;Câmara Monteiro Ltda.;das Neves;42.619.807/0001-57;AGENTE;Monteiro;Monteiro;30.476.128/0001-97;30.476.128;REAL DONO;Peixoto Fernandes e Filhos;92.074.615/0001-80;FORNECEDOR;HAPAG-LLOYD;38 - DESCRIÇÃO NCM2;3813 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;CHINA;NINGBO;EUROPA;URUGUAI;SANTOS;1.63;NAO
30/01/2025;2025;3;MAR;EXPO;Rios;41.395.782/0001-92;REAL DONO;da Mota - ME;Azevedo Ltda.;54.321.987/0001-75;NVOCC;da Rosa;da Rosa;10.638.279/0001-97;10.638.279;REAL DONO;Cardoso;40.351.892/0001-90;REAL DONO;CMA CGM;90 - DESCRIÇÃO NCM2;9088 - DESCRIÇÃO NCM4;FR;FAR EAST / JAP / SE ASIA;COREIA DO SUL;TAIPEI;AMERICA DO NORTE;URUGUAI;ITAJAI;3.88;NAO
15/09/2024;2024;1;AGO;IMPO;Mendonça Caldeira - EI;70.851.263/0001-90;FORNECEDOR;Siqueira;Albuquerque;24.790.351/0001-01;AGENTE;BCO;Cunha Mendonça Ltda.;25.946.873/0001-12;25.946.873;REAL DONO;Cassiano S.A.;13.467.890/0001-98;FORNECEDOR;CMA CGM;4 - DESCRIÇÃO NCM2;474 - DESCRIÇÃO NCM4;ISO;AMERICA DO SUL;CHINA;SHANGHAI;AMERICA DO NORTE;ALEMANHA;ITAJAI;1.0;SIM
27/09/2024;2024;2;ABR;EXPO;Rocha - ME;41.726.398/0001-25;AGENTE;Z;Sá;19.048.367/0001-03;NVOCC;Câmara;Câmara;78.146.390/0001-08;78.146.390;REAL DONO;Albuquerque;94.672.385/0001-87;REAL DONO;YANG MING;61 - DESCRIÇÃO NCM2;6149 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;TAIWAN;BUSAN;ASIA;ALEMANHA;PARANAGUA;4.75;NAO
25/04/2024;2024;2;JUL;EXPO;Azevedo S.A.;57.483.962/0001-66;REAL DONO;Casa Grande Costa - EI;Moreira Araújo S.A.;09.384.672/0001-12;AGENTE;da Conceição;da Conceição;67.053.982/0001-50;67.053.982;AGENTE;Cunha Cunha - ME;35.018.267/0001-90;FORNECEDOR;ONE;46 - DESCRIÇÃO NCM2;467 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;TAIWAN;SHANGHAI;AMERICA DO NORTE;ARGENTINA;RIO DE JANEIRO;0.8;SIM
06/03/2025;2025;4;MAR;EXPO;Sousa;83.762.945/0001-78;REAL DONO;Nogueira;Sampaio e Filhos;72.158.309/0001-15;NVOCC;Silva - ME;Silva - ME;50.849.736/0001-07;50.849.736;REAL DONO;Albuquerque Barbosa S/A;73.086.925/0001-70;REAL DONO;MAERSK LINE;53 - DESCRIÇÃO NCM2;5340 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;JAPAO;NINGBO;AMERICA DO NORTE;BRAZIL;PARANAGUA;2.27;SIM
20/02/2024;2024;3;AGO;EXPO;Pastor Almeida - EI;14.597.063/0001-81;REAL DONO;Siqueira;Fernandes Sousa S/A;59.716.023/0001-40;AGENTE;Freitas;Freitas;54.809.321/0001-60;54.809.321;FORNECEDOR;Barbosa;45.036.798/0001-60;FORNECEDOR;MSC;64 - DESCRIÇÃO NCM2;6484 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;CHINA;TAIPEI;AMERICA DO NORTE;ALEMANHA;BUENOS AIRES;0.69;NAO
04/04/2025;2025;4;AGO;EXPO;Lopes Campos S.A.;79.204.681/0001-60;REAL DONO;Farias Macedo - EI;Lima Castro e Filhos;09.428.675/0001-00;AGENTE;das Neves;das Neves;81.349.265/0001-00;81.349.265;FORNECEDOR;Azevedo;85.210.346/0001-77;FORNECEDOR;MSC;12 - DESCRIÇÃO NCM2;1280 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;TAIWAN;TAIPEI;AMERICA DO NORTE;BRAZIL;ITAJAI;4.63;SIM
28/12/2024;2024;4;MAR;IMPO;Mendonça Abreu - ME;59.301.647/0001-04;FORNECEDOR;Lima;Moura;27.048.319/0001-43;FORWARDER;Sá;Sá;32.506.841/0001-61;32.506.841;FORNECEDOR;Rocha Mendes S.A.;37.482.560/0001-30;REAL DONO;MAERSK LINE;56 - DESCRIÇÃO NCM2;5696 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;ITALIA;TOKYO;EUROPA;URUGUAI;SANTOS;0.55;SIM
17/09/2024;2024;2;JUL;IMPO;Moreira;08.271.369/0001-40;REAL DONO;Santos;das Neves da Conceição - EI;91.742.056/0001-77;AGENTE;Campos Farias e Filhos;Campos Farias e Filhos;30.876.914/0001-81;30.876.914;REAL DONO;Barbosa S.A.;73.208.615/0001-81;FORNECEDOR;YANG MING;67 - DESCRIÇÃO NCM2;6746 - DESCRIÇÃO NCM4;ISO;OCEANIA;EUA;TOKYO;EUROPA;EUA;ITAJAI;4.94;NAO
12/05/2024;2024;2;DEZ;EXPO;Garcia;62.140.973/0001-83;AGENTE;da Paz da Costa Ltda.;Guerra;78.436.259/0001-77;FORWARDER;BCO;Ramos;70.389.561/0001-00;70.389.561;FORNECEDOR;Novaes Azevedo - EI;85.690.312/0001-27;FORNECEDOR;HAPAG-LLOYD;76 - DESCRIÇÃO NCM2;7625 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;COREIA DO SUL;NINGBO;EUROPA;ARGENTINA;MONTEVIDEU;1.66;SIM
08/06/2024;2024;4;AGO;IMPO;Novaes Ltda.;96.130.724/0001-29;FORNECEDOR;Correia Pereira S/A;Silva Costela e Filhos;28.164.739/0001-58;FORWARDER;BCO;Nascimento;52.417.360/0001-97;52.417.360;REAL DONO;Vasconcelos e Filhos;02.531.487/0001-64;FORNECEDOR;COSCO;87 - DESCRIÇÃO NCM2;8726 - DESCRIÇÃO NCM4;FR;EUROPA;TAIWAN;NINGBO;ASIA;EUA;RIO DE JANEIRO;0.31;NAO
06/10/2024;2024;4;SET;EXPO;Lopes Ltda.;59.076.124/0001-01;REAL DONO;Sampaio;Leão Oliveira Ltda.;70.356.284/0001-39;FORWARDER;Nunes;Nunes;41.835.692/0001-75;41.835.692;FORNECEDOR;Alves;05.281.679/0001-58;REAL DONO;ONE;61 - DESCRIÇÃO NCM2;6189 - DESCRIÇÃO NCM4;DRY;OCEANIA;CHINA;BUSAN;ASIA;ARGENTINA;MONTEVIDEU;4.88;SIM
30/06/2025;2025;3;JUL;EXPO;Novaes;04.617.289/0001-43;AGENTE;Carvalho;da Luz;85.012.439/0001-97;FORWARDER;Fonseca - ME;Fonseca - ME;50.638.417/0001-52;50.638.417;REAL DONO;Correia Moraes - ME;04.528.193/0001-09;REAL DONO;CMA CGM;8 - DESCRIÇÃO NCM2;820 - DESCRIÇÃO NCM4;ISO;OCEANIA;TAIWAN;TOKYO;ASIA;ARGENTINA;BUENOS AIRES;0.55;SIM
20/03/2024;2024;1;JAN;IMPO;Rezende Lopes - EI;93.206.157/0001-59;AGENTE;Z;Novais;43.520.871/0001-49;AGENTE;Rodrigues Monteiro S.A.;Rodrigues Monteiro S.A.;72.948.516/0001-73;72.948.516;FORNECEDOR;Montenegro;97.632.415/0001-10;REAL DONO;YANG MING;62 - DESCRIÇÃO NCM2;6244 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;TAIWAN;LOS ANGELES;EUROPA;ARGENTINA;RIO DE JANEIRO;2.54;SIM
29/02/2024;2024;3;ABR;EXPO;Camargo;28.403.761/0001-03;FORNECEDOR;Z;Lima;58.039.274/0001-74;FORWARDER;BCO;Fogaça;78.465.930/0001-08;78.465.930;FORNECEDOR;Araújo S.A.;49.271.386/0001-65;REAL DONO;COSCO;63 - DESCRIÇÃO NCM2;6311 - DESCRIÇÃO NCM4;DRY;EUROPA;CHINA;TAIPEI;ASIA;BRAZIL;ITAJAI;3.01;SIM
11/11/2024;2024;3;OUT;IMPO;Peixoto;85.406.137/0001-01;AGENTE;Z;Casa Grande - ME;40.876.123/0001-05;AGENTE;BCO;Peixoto;30.879.125/0001-02;30.879.125;REAL DONO;Monteiro Ltda.;34.507.268/0001-36;FORNECEDOR;YANG MING;7 - DESCRIÇÃO NCM2;752 - DESCRIÇÃO NCM4;ISO;AMERICA DO SUL;ITALIA;HAMBURGO;EUROPA;ARGENTINA;PARANAGUA;0.38;NAO
16/03/2024;2024;2;MAI;EXPO;Almeida;63.279.485/0001-14;AGENTE;Pacheco;Novaes Gonçalves - ME;43.089.756/0001-61;AGENTE;Melo;Melo;49.568.273/0001-26;49.568.273;AGENTE;Campos;54.987.236/0001-92;FORNECEDOR;MAERSK LINE;13 - DESCRIÇÃO NCM2;1394 - DESCRIÇÃO NCM4;OT;OCEANIA;TAIWAN;NINGBO;EUROPA;BRAZIL;SANTOS;3.04;SIM
20/11/2024;2024;1;FEV;IMPO;Cirino;26.507.849/0001-40;FORNECEDOR;Lopes - EI;Jesus;43.205.716/0001-38;FORWARDER;Castro Rezende S.A.;Castro Rezende S.A.;03.617.948/0001-89;3.617.948;FORNECEDOR;da Costa S.A.;56.701.234/0001-10;REAL DONO;ONE;34 - DESCRIÇÃO NCM2;3450 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;COREIA DO SUL;HAMBURGO;ECSA;BRAZIL;BUENOS AIRES;4.55;NAO
14/05/2024;2024;1;MAR;EXPO;Nunes;58.192.046/0001-30;REAL DONO;da Rocha Correia - ME;Montenegro;51.689.742/0001-07;FORWARDER;BCO;Barros;24.917.856/0001-94;24.917.856;AGENTE;da Mata - EI;02.651.487/0001-06;REAL DONO;YANG MING;46 - DESCRIÇÃO NCM2;4650 - DESCRIÇÃO NCM4;REF;OCEANIA;EUA;TOKYO;ECSA;BRAZIL;RIO DE JANEIRO;1.01;NAO
